x1,y1,z1,x2,y2,z2
9.59E+01,-3.17E+00,1.35E+01,1,1357862,1466410
9.79E+01,-4.71E+00,1.44E+01,1,1357862,1467543
9.38E+01,-2.48E+00,1.30E+01,1,1357862,1469050
9.67E+01,-2.97E+00,1.30E+01,1,1357862,1470558
9.66E+01,-3.11E+00,1.48E+01,1,1357862,1471972
9.47E+01,-3.18E+00,1.30E+01,1,1357863,1473479
9.72E+01,-2.61E+00,1.30E+01,1,1357863,1474610
9.48E+01,-3.74E+00,1.36E+01,1,1357863,1476241
9.65E+01,-2.62E+00,1.33E+01,1,1357863,1477344
9.69E+01,-3.95E+00,1.37E+01,1,1357863,1479512
9.82E+01,-3.75E+00,1.30E+01,1,1357863,1480737
9.53E+01,-2.93E+00,1.31E+01,1,1357863,1481774
9.80E+01,-4.51E+00,1.26E+01,1,1357863,1483282
9.45E+01,-3.48E+00,1.39E+01,1,1357863,1484790
9.71E+01,-5.20E+00,1.59E+01,1,1509859,1523533
9.74E+01,-5.01E+00,1.64E+01,1,1509859,1523910
9.87E+01,-5.86E+00,1.59E+01,1,1509859,1524289
9.95E+01,-5.82E+00,1.55E+01,1,1509859,1524667
9.77E+01,-5.52E+00,1.59E+01,1,1509859,1525047
9.74E+01,-5.55E+00,1.63E+01,1,1509859,1525427
9.94E+01,-5.08E+00,1.59E+01,1,1509860,1525807
9.74E+01,-5.09E+00,1.62E+01,1,1509860,1526186
9.71E+01,-5.61E+00,1.55E+01,1,1509860,1526566
9.81E+01,-6.21E+00,1.72E+01,1,1509860,1526943
9.90E+01,-6.59E+00,1.66E+01,1,1509860,1527320
9.69E+01,-4.58E+00,1.45E+01,1,1509860,1527697
9.74E+01,-5.85E+00,1.71E+01,1,1509861,1528074
9.74E+01,-4.71E+00,1.55E+01,1,1509861,1528451
9.89E+01,-5.08E+00,1.49E+01,1,1509861,1528828
9.79E+01,-5.80E+00,1.67E+01,1,1509861,1529205
9.77E+01,-5.30E+00,1.59E+01,1,1509861,1529583
9.77E+01,-6.01E+00,1.78E+01,1,1509861,1531090
9.78E+01,-4.28E+00,1.57E+01,1,1509862,1532599
9.74E+01,-5.15E+00,1.61E+01,1,1509862,1534107
9.78E+01,-7.46E+00,1.83E+01,1,1509862,1535615
9.73E+01,-6.82E+00,1.67E+01,1,1509862,1537124
9.81E+01,-5.70E+00,1.60E+01,1,1509862,1540894
9.90E+01,-1.65E+00,1.10E+01,1,1509863,1531091
9.94E+01,-2.27E+00,1.18E+01,1,1509863,1533166
9.81E+01,-3.48E+00,1.13E+01,1,1509863,1534108
9.86E+01,-3.33E+00,1.12E+01,1,1509863,1535616
9.89E+01,-2.40E+00,1.11E+01,1,1509863,1537123
9.74E+01,-2.07E+00,1.11E+01,1,1509863,1538255
9.62E+01,-2.18E+00,1.02E+01,1,1509864,1539762
9.52E+01,-3.38E+00,1.12E+01,1,1509864,1540517
9.55E+01,-3.01E+00,1.14E+01,1,1509864,1542025
9.52E+01,-2.40E+00,1.17E+01,1,1509864,1543531
9.80E+01,-4.04E+00,1.15E+01,1,1509864,1544286
9.57E+01,-2.69E+00,1.12E+01,1,1509864,1545418
9.70E+01,-2.20E+00,1.12E+01,1,1509865,1547396
9.81E+01,-4.41E+00,1.20E+01,1,1509865,1548524
9.62E+01,-2.98E+00,1.04E+01,1,1509865,1549565
9.39E+01,-1.89E+00,1.13E+01,1,1509865,1551167
9.89E+01,-2.69E+00,1.13E+01,1,1509865,1553808
9.75E+01,-4.39E+00,1.35E+01,1,1509866,1555973
9.76E+01,-3.83E+00,1.22E+01,1,1509866,1557104
9.85E+01,-3.27E+00,1.17E+01,1,1509866,1558612
9.56E+01,-3.15E+00,1.19E+01,1,1509866,1559837
9.80E+01,-2.76E+00,1.23E+01,1,1509866,1561251
9.88E+01,-2.58E+00,1.29E+01,1,1509866,1562382
9.78E+01,-5.28E+00,1.50E+01,1,1509867,1510269
9.74E+01,-6.42E+00,1.56E+01,1,1509867,1510649
9.88E+01,-6.04E+00,1.48E+01,1,1509867,1511026
9.80E+01,-4.82E+00,1.59E+01,1,1509867,1511406
9.69E+01,-5.49E+00,1.59E+01,1,1509867,1511784
9.83E+01,-5.38E+00,1.58E+01,1,1509868,1512163
9.61E+01,-5.21E+00,1.65E+01,1,1509868,1512542
9.81E+01,-6.51E+00,1.67E+01,1,1509868,1512920
9.91E+01,-5.89E+00,1.59E+01,1,1509868,1513300
9.80E+01,-5.38E+00,1.67E+01,1,1509868,1513677
9.76E+01,-5.63E+00,1.64E+01,1,1509868,1514054
9.90E+01,-5.32E+00,1.55E+01,1,1509869,1514431
9.76E+01,-5.68E+00,1.45E+01,1,1509869,1514809
9.85E+01,-6.09E+00,1.57E+01,1,1509869,1515188
9.79E+01,-6.37E+00,1.51E+01,1,1509869,1515568
9.76E+01,-5.15E+00,1.59E+01,1,1509869,1515945
9.75E+01,-4.23E+00,1.47E+01,1,1509869,1516325
9.65E+01,-6.82E+00,1.74E+01,1,1509870,1516705
9.85E+01,-4.47E+00,1.43E+01,1,1509870,1517082
9.71E+01,-6.03E+00,1.65E+01,1,1509870,1517462
9.79E+01,-5.73E+00,1.49E+01,1,1509870,1517841
9.68E+01,-5.70E+00,1.58E+01,1,1509870,1518219
9.73E+01,-5.79E+00,1.58E+01,1,1509870,1518596
9.60E+01,-3.36E+00,1.60E+01,1,1509871,1529961
9.56E+01,-3.65E+00,1.52E+01,1,1509871,1531469
9.76E+01,-4.44E+00,1.46E+01,1,1509871,1533353
9.75E+01,-4.57E+00,1.36E+01,1,1509871,1535237
9.63E+01,-3.04E+00,1.37E+01,1,1509871,1536745
9.65E+01,-2.33E+00,1.35E+01,1,1509871,1538159
9.61E+01,-2.30E+00,1.31E+01,1,1509872,1540046
9.70E+01,-3.66E+00,1.39E+01,1,1509872,1541272
9.76E+01,-3.74E+00,1.41E+01,1,1509872,1543532
9.70E+01,-3.83E+00,1.50E+01,1,1509872,1544381
9.62E+01,-2.60E+00,1.43E+01,1,1509872,1545796
9.74E+01,-4.01E+00,1.55E+01,1,1509872,1547679
9.53E+01,-3.05E+00,1.41E+01,1,1509873,1548811
9.67E+01,-3.10E+00,1.41E+01,1,1509873,1550694
9.82E+01,-2.99E+00,1.44E+01,1,1509873,1552203
9.75E+01,-3.81E+00,1.39E+01,1,1509873,1553710
9.81E+01,-2.37E+00,1.23E+01,1,1509873,1554503
9.75E+01,-2.91E+00,1.34E+01,1,1509873,1557858
9.90E+01,-2.65E+00,1.30E+01,1,1509874,1559934
9.73E+01,-2.70E+00,1.39E+01,1,1509874,1561252
9.94E+01,-2.53E+00,1.08E+01,1,1509874,1562385
9.68E+01,-2.85E+00,1.31E+01,1,1509874,1563889
9.53E+01,-2.49E+00,1.44E+01,1,1509874,1565020
9.61E+01,-3.09E+00,1.44E+01,1,1509874,1566152
9.81E+01,-3.92E+00,1.07E+01,1,1509875,1529206
9.81E+01,-3.94E+00,1.05E+01,1,1509875,1529960
9.75E+01,-4.24E+00,1.11E+01,1,1509875,1531468
9.78E+01,-3.95E+00,9.51E+00,1,1509875,1532598
9.89E+01,-4.62E+00,1.22E+01,1,1509875,1534106
9.66E+01,-3.10E+00,8.88E+00,1,1509875,1535614
9.93E+01,-4.07E+00,1.13E+01,1,1509876,1537028
1.00E+02,-3.02E+00,1.07E+01,1,1509876,1538254
9.81E+01,-5.46E+00,1.17E+01,1,1509876,1539384
9.84E+01,-5.11E+00,1.18E+01,1,1509876,1540045
9.80E+01,-3.94E+00,1.07E+01,1,1509876,1541271
9.71E+01,-3.00E+00,9.85E+00,1,1509876,1542778
9.94E+01,-2.79E+00,1.02E+01,1,1509877,1543911
9.83E+01,-3.89E+00,1.18E+01,1,1509877,1545041
9.79E+01,-3.79E+00,1.06E+01,1,1509877,1546925
9.93E+01,-4.43E+00,1.09E+01,1,1509877,1548432
9.89E+01,-3.64E+00,9.75E+00,1,1509877,1549039
9.77E+01,-3.65E+00,1.11E+01,1,1509877,1550695
9.81E+01,-3.04E+00,1.02E+01,1,1509877,1552109
9.91E+01,-3.41E+00,9.84E+00,1,1509878,1553713
9.81E+01,-3.55E+00,1.04E+01,1,1509878,1555219
9.91E+01,-4.34E+00,1.11E+01,1,1509878,1556726
1.01E+02,-5.13E+00,1.18E+01,1,1509878,1557481
9.62E+01,-3.38E+00,9.85E+00,1,1509878,1561062
6.78E+01,2.88E+01,3.10E+01,3,1509879,1544664
7.28E+01,2.77E+01,3.29E+01,3,1509879,1545795
7.05E+01,2.70E+01,3.32E+01,3,1509879,1548810
7.11E+01,2.82E+01,3.36E+01,3,1509879,1551002
6.98E+01,2.81E+01,3.18E+01,3,1509879,1552204
6.92E+01,2.96E+01,3.32E+01,3,1509879,1553995
6.92E+01,2.81E+01,2.65E+01,3,1509880,1564266
7.02E+01,4.24E+01,2.88E+01,3,1509880,1565021
7.02E+01,3.02E+01,3.21E+01,3,1509880,1566153
6.93E+01,4.16E+01,2.71E+01,3,1509880,1567283
6.86E+01,2.73E+01,2.96E+01,3,1509880,1568790
6.90E+01,4.12E+01,2.96E+01,3,1509880,1569921
7.17E+01,2.65E+01,2.93E+01,3,1509881,1518973
7.05E+01,2.64E+01,3.49E+01,3,1509881,1519353
7.03E+01,2.92E+01,2.96E+01,3,1509881,1519733
7.22E+01,3.14E+01,2.99E+01,3,1509881,1520113
6.70E+01,2.52E+01,3.19E+01,3,1509881,1520493
6.96E+01,2.76E+01,3.23E+01,3,1509881,1520873
6.81E+01,3.07E+01,3.00E+01,3,1509882,1567284
6.72E+01,4.54E+01,2.54E+01,3,1509882,1568791
7.04E+01,3.25E+01,2.70E+01,3,1509882,1569922
6.50E+01,4.12E+01,2.58E+01,3,1509882,1571052
6.64E+01,3.08E+01,2.97E+01,3,1509882,1571807
6.67E+01,4.69E+01,2.42E+01,3,1509882,1572937
6.92E+01,2.67E+01,2.68E+01,3,1509883,1562760
7.00E+01,2.80E+01,2.71E+01,3,1509883,1564267
7.17E+01,2.73E+01,2.68E+01,3,1509883,1565024
6.94E+01,2.87E+01,2.56E+01,3,1509883,1566151
6.94E+01,2.69E+01,2.29E+01,3,1509883,1567282
6.85E+01,2.71E+01,2.61E+01,3,1509883,1568413
9.82E+01,-3.89E+00,1.27E+01,1,1509884,1555972
9.79E+01,-3.88E+00,1.26E+01,1,1509884,1556915
9.73E+01,-4.13E+00,1.33E+01,1,1509884,1557859
9.67E+01,-4.10E+00,1.24E+01,1,1509884,1559366
9.66E+01,-5.01E+00,1.39E+01,1,1509884,1560873
9.87E+01,-3.44E+00,1.20E+01,1,1509884,1562005
9.57E+01,-2.02E+00,8.24E+00,1,1509885,1571806
9.78E+01,-2.36E-01,7.70E+00,1,1509885,1572938
9.54E+01,-1.66E+00,7.73E+00,1,1509885,1574069
9.66E+01,-5.70E-01,7.85E+00,1,1509885,1575199
9.93E+01,-6.68E-01,7.69E+00,1,1509885,1575953
9.99E+01,-3.83E-01,6.91E+00,1,1509885,1576707
9.87E+01,-4.60E+00,1.20E+01,1,1509886,1521253
9.76E+01,-3.97E+00,1.22E+01,1,1509886,1521630
9.97E+01,-4.55E+00,1.21E+01,1,1509886,1522007
9.81E+01,-3.91E+00,1.17E+01,1,1509886,1522384
9.86E+01,-3.58E+00,1.14E+01,1,1509886,1522761
9.62E+01,-3.79E+00,1.31E+01,1,1509886,1523138
9.72E+01,-1.76E+00,1.11E+01,1,1509887,1574070
9.72E+01,-2.41E+00,1.03E+01,1,1509887,1575200
9.94E+01,-1.93E+00,9.56E+00,1,1509887,1575954
9.83E+01,-1.48E+00,9.44E+00,1,1509887,1576708
9.82E+01,-1.37E+00,1.00E+01,1,1509887,1577461
9.74E+01,-1.86E+00,1.03E+01,1,1509887,1577838
9.68E+01,-5.21E+00,1.72E+01,1,1578215,1582028
9.56E+01,-4.71E+00,1.66E+01,1,1578215,1582407
9.44E+01,-5.23E+00,2.36E+01,1,1578216,1582785
9.48E+01,-5.10E+00,2.70E+01,1,1578216,1583164
9.56E+01,-5.35E+00,2.28E+01,1,1578217,1583542
9.35E+01,-6.63E+00,2.39E+01,1,1578217,1583922
9.65E+01,-4.67E+00,1.90E+01,1,1578218,1584299
9.49E+01,-4.88E+00,1.81E+01,1,1578218,1584679
9.56E+01,-5.03E+00,1.48E+01,1,1578219,1585056
9.55E+01,-3.17E+00,1.41E+01,1,1578219,1585436
9.30E+01,2.20E+00,1.47E+01,2,1578220,1585813
9.77E+01,-4.62E+00,1.75E+01,1,1578221,1586570
9.66E+01,-5.46E+00,2.00E+01,1,1578221,1586949
9.58E+01,-4.78E+00,1.98E+01,1,1578222,1587327
9.58E+01,-4.94E+00,1.94E+01,1,1578222,1587707
9.49E+01,-9.01E+00,3.30E+01,1,1578223,1588086
9.30E+01,-8.02E+00,3.09E+01,1,1578223,1588464
9.65E+01,-6.37E+00,2.15E+01,1,1578224,1588843
9.54E+01,-6.21E+00,2.30E+01,1,1578224,1589224
9.77E+01,-5.30E+00,1.98E+01,1,1578225,1589602
9.52E+01,-5.16E+00,1.96E+01,1,1578225,1589983
9.55E+01,-4.94E+00,1.52E+01,1,1578226,1594906
9.67E+01,-7.03E+00,1.72E+01,1,1578226,1595286
9.49E+01,-5.68E+00,1.52E+01,1,1578227,1595663
9.73E+01,-6.99E+00,1.62E+01,1,1578227,1596043
7.78E+01,3.47E+01,-4.58E+00,3,1578228,1596421
7.69E+01,3.52E+01,-5.61E+00,3,1578228,1596800
9.70E+01,-6.27E+00,2.09E+01,1,1578229,1578243
9.58E+01,-7.07E+00,1.87E+01,1,1578229,1578623
9.74E+01,-7.22E+00,2.13E+01,1,1578230,1579000
9.73E+01,-7.94E+00,2.23E+01,1,1578230,1579380
9.62E+01,-6.76E+00,2.15E+01,1,1578231,1579757
9.74E+01,-6.55E+00,2.22E+01,1,1578231,1580137
9.63E+01,-4.27E+00,1.54E+01,1,1578232,1580514
9.60E+01,-5.18E+00,1.62E+01,1,1578232,1580894
9.77E+01,-4.67E+00,1.33E+01,1,1578233,1590364
9.63E+01,-4.40E+00,1.44E+01,1,1578233,1590741
9.52E+01,-5.56E-01,1.21E+01,2,1578234,1591119
9.44E+01,2.61E-01,1.07E+01,2,1578234,1591498
9.72E+01,-4.95E+00,1.08E+01,1,1578235,1591878
9.60E+01,-4.01E+00,1.09E+01,1,1578235,1592258
9.63E+01,-3.35E+00,1.08E+01,1,1578236,1592635
9.66E+01,-6.20E+00,1.32E+01,1,1578236,1593015
9.71E+01,-5.70E+00,1.81E+01,1,1578237,1593392
9.57E+01,-4.21E+00,1.77E+01,1,1578237,1593772
7.28E+01,5.23E+01,-1.04E+01,3,1578238,1594149
7.21E+01,5.09E+01,-1.35E+01,3,1578238,1594529
9.83E+01,-8.08E+00,1.88E+01,1,1578239,1601342
9.54E+01,-6.49E+00,1.87E+01,1,1578239,1601719
9.68E+01,-5.49E+00,1.83E+01,1,1578240,1581271
9.40E+01,-5.69E+00,1.75E+01,1,1578240,1581651
9.77E+01,-6.47E+00,1.55E+01,1,1578242,1602099
9.81E+01,-4.32E+00,1.43E+01,1,1578242,1602479
9.85E+01,-4.17E+00,1.12E+01,1,1588841,1597177
9.89E+01,-5.32E+00,1.17E+01,1,1588841,1597557
9.72E+01,-3.92E+00,8.87E+00,1,1588842,1597936
9.85E+01,-2.60E+00,8.81E+00,1,1588842,1598314
9.74E+01,-5.59E+00,1.59E+01,1,1589223,1598691
9.65E+01,-5.84E+00,1.61E+01,1,1589223,1599071
9.75E+01,-7.17E+00,1.74E+01,1,1589601,1599448
9.87E+01,-3.25E+00,7.98E+00,0,1589982,1599828
9.67E+01,-2.78E+00,7.21E+00,0,1589982,1600205
9.65E+01,-4.64E+00,1.13E+01,1,1590360,1600585
9.80E+01,-4.36E+00,1.15E+01,1,1590360,1600965
9.89E+01,-1.04E+01,2.56E+01,1,1590361,1602856
9.72E+01,-9.63E+00,2.52E+01,1,1590361,1603236
9.56E+01,-5.84E+00,1.66E+01,1,1590362,1603613
9.82E+01,-6.14E+00,1.57E+01,1,1590362,1603993
9.72E+01,-5.68E+00,1.36E+01,1,1590363,1604372
9.68E+01,-4.73E+00,1.26E+01,1,1590363,1604750
5.32E+01,7.38E+01,-8.05E+00,3,1605127,1605141
9.70E+01,-4.33E+00,1.01E+01,1,1605128,1610063
9.33E+01,-8.36E-01,1.54E+01,0,1605129,1605518
9.09E+01,3.01E+00,1.32E+01,0,1605129,1605898
8.23E+01,1.76E+01,4.29E+01,0,1605130,1606278
8.16E+01,1.63E+01,4.60E+01,0,1605130,1606655
9.61E+01,-4.78E+00,1.69E+01,1,1605131,1610443
9.61E+01,-5.29E+00,1.60E+01,1,1605131,1610822
9.46E+01,-5.21E+00,2.10E+01,0,1605132,1607412
9.66E+01,-7.68E+00,1.85E+01,1,1605133,1611200
9.78E+01,-6.26E+00,1.87E+01,1,1605133,1611580
9.72E+01,-3.66E+00,1.53E+01,1,1605134,1611958
9.52E+01,-3.75E+00,1.68E+01,1,1605134,1612337
9.38E+01,-6.50E+00,1.92E+01,1,1605135,1612714
9.54E+01,-6.08E+00,1.75E+01,1,1605135,1613094
6.49E+01,6.40E+01,-1.38E+01,3,1605136,1607792
6.40E+01,6.36E+01,-1.59E+01,3,1605136,1608170
9.64E+01,-5.42E+00,1.47E+01,1,1605137,1613472
9.75E+01,-5.99E+00,1.40E+01,1,1605137,1613851
9.50E+01,-3.75E+00,1.66E+01,1,1605138,1614228
9.63E+01,-4.76E+00,1.63E+01,1,1605138,1614608
9.15E+01,-6.17E+00,2.72E+01,1,1605139,1608549
9.18E+01,-7.34E+00,2.72E+01,1,1605139,1608928
9.72E+01,-3.62E+00,1.11E+01,1,1605140,1609305
9.64E+01,-3.26E+00,1.54E+01,1,1605140,1609682
9.61E+01,-3.91E+00,1.26E+01,1,1616870,1616883
9.53E+01,-4.74E+00,1.25E+01,1,1616870,1617262
9.52E+01,-5.84E+00,1.36E+01,1,1616871,1626734
9.58E+01,-6.05E+00,1.46E+01,1,1616871,1627112
9.42E+01,-4.66E+00,1.89E+01,1,1616872,1617640
9.44E+01,-6.92E+00,1.88E+01,1,1616872,1618019
5.25E+01,7.38E+01,-1.11E+01,3,1616873,1618397
5.87E+01,7.20E+01,-1.12E+01,3,1616873,1618778
NaN,NaN,NaN,1,1616874,1627490
NaN,NaN,NaN,1,1616874,1627869
9.74E+01,-4.74E+00,1.21E+01,1,1616875,1628247
9.80E+01,-3.77E+00,1.10E+01,1,1616875,1628625
9.69E+01,-3.12E+00,1.34E+01,1,1616876,1629004
9.78E+01,-5.35E+00,1.36E+01,1,1616876,1629382
9.67E+01,-5.34E+00,1.65E+01,1,1616877,1619157
9.54E+01,-3.55E+00,1.60E+01,1,1616877,1619537
6.61E+01,6.07E+01,-8.30E+00,3,1616878,1619917
6.60E+01,6.01E+01,-6.28E+00,3,1616878,1620298
9.59E+01,-3.54E+00,1.84E+01,1,1616879,1620676
9.51E+01,-4.09E+00,1.80E+01,1,1616879,1621057
9.41E+01,-2.63E+00,1.74E+01,2,1616880,1621434
7.73E+01,4.68E+01,-5.57E+00,3,1616881,1622191
7.48E+01,4.59E+01,-6.96E+00,3,1616881,1622571
6.37E+01,6.65E+01,-1.44E+01,3,1616882,1629761
6.14E+01,7.00E+01,-1.09E+01,3,1616882,1630141
9.64E+01,-3.40E+00,1.19E+01,1,1618586,1630518
9.51E+01,-3.18E+00,1.27E+01,1,1618586,1630896
9.59E+01,-9.92E+00,2.69E+01,1,1618777,1622948
9.68E+01,-1.15E+01,2.70E+01,1,1618777,1623327
9.60E+01,-8.12E+00,2.40E+01,1,1619156,1623705
9.69E+01,-1.05E+01,2.27E+01,1,1619156,1624083
9.65E+01,-8.54E+00,2.40E+01,1,1619534,1624462
9.78E+01,-9.50E+00,2.39E+01,1,1619534,1624841
9.79E+01,-5.08E+00,1.41E+01,1,1619539,1625219
9.80E+01,-4.28E+00,1.20E+01,1,1619539,1625599
9.82E+01,-5.09E+00,9.05E+00,1,1619916,1631275
9.69E+01,-3.81E+00,9.42E+00,1,1619916,1631654
7.71E+01,4.56E+01,-1.22E+01,3,1620294,1632032
7.58E+01,4.79E+01,-1.21E+01,3,1620294,1632412
9.75E+01,-5.18E+00,1.41E+01,1,1620675,1632789
9.70E+01,-5.65E+00,1.41E+01,1,1620675,1633169
9.84E+01,-5.24E+00,1.33E+01,1,1621053,1625976
9.85E+01,-4.60E+00,1.37E+01,1,1621053,1626355
9.70E+01,-5.98E+00,1.59E+01,1,1633546,1633589
9.83E+01,-6.84E+00,1.65E+01,1,1633546,1633593
9.81E+01,-5.95E+00,1.54E+01,1,1633546,1633597
9.59E+01,-5.18E+00,1.63E+01,1,1633546,1633599
9.74E+01,-4.41E+00,1.47E+01,1,1633546,1633603
9.81E+01,-6.11E+00,1.59E+01,1,1633546,1633606
9.72E+01,-4.81E+00,1.61E+01,1,1633546,1633610
9.63E+01,-4.85E+00,1.58E+01,1,1633546,1633612
9.54E+01,-5.25E+00,1.62E+01,1,1633546,1633615
9.59E+01,-4.96E+00,1.54E+01,1,1633547,1633619
9.71E+01,-4.78E+00,1.58E+01,1,1633547,1633620
9.56E+01,-5.78E+00,1.70E+01,1,1633547,1633621
9.74E+01,-6.20E+00,1.70E+01,1,1633547,1633624
9.68E+01,-4.92E+00,1.51E+01,1,1633547,1633626
9.65E+01,-6.43E+00,1.76E+01,1,1633547,1633630
9.84E+01,-6.65E+00,1.73E+01,1,1633547,1633632
9.61E+01,-5.83E+00,1.67E+01,1,1633547,1633635
9.69E+01,-6.09E+00,1.65E+01,1,1633547,1633639
9.50E+01,-5.12E+00,1.61E+01,1,1633548,1633644
9.55E+01,-6.70E+00,1.73E+01,1,1633548,1633647
9.65E+01,-5.83E+00,1.67E+01,1,1633548,1633651
9.59E+01,-6.20E+00,1.66E+01,1,1633548,1633654
9.68E+01,-6.33E+00,1.72E+01,1,1633548,1633655
9.56E+01,-6.59E+00,1.68E+01,1,1633548,1633656
9.59E+01,-5.18E+00,1.65E+01,1,1633548,1633657
9.72E+01,-5.81E+00,1.77E+01,1,1633548,1633658
9.64E+01,-5.62E+00,1.69E+01,1,1633548,1633659
9.48E+01,-6.35E+00,1.75E+01,1,1633549,1633660
9.61E+01,-5.50E+00,1.66E+01,1,1633549,1633661
9.53E+01,-5.71E+00,1.68E+01,1,1633549,1633662
9.53E+01,-6.67E+00,1.61E+01,1,1633549,1633663
9.69E+01,-7.01E+00,1.73E+01,1,1633549,1633664
9.62E+01,-7.13E+00,1.63E+01,1,1633549,1633665
9.51E+01,-5.06E+00,1.61E+01,1,1633549,1633667
9.53E+01,-5.67E+00,1.79E+01,1,1633549,1633671
9.49E+01,-5.10E+00,1.73E+01,1,1633549,1633675
9.60E+01,-5.48E+00,1.75E+01,1,1633550,1633679
9.56E+01,-5.26E+00,1.53E+01,1,1633550,1633683
9.56E+01,-5.22E+00,1.65E+01,1,1633550,1633688
9.61E+01,-5.65E+00,1.55E+01,1,1633550,1633692
9.56E+01,-6.36E+00,1.59E+01,1,1633550,1633696
9.70E+01,-6.21E+00,1.62E+01,1,1633550,1633701
9.62E+01,-6.24E+00,1.64E+01,1,1633550,1633703
9.65E+01,-6.04E+00,1.72E+01,1,1633550,1633707
9.73E+01,-5.38E+00,1.65E+01,1,1633550,1633713
9.47E+01,-5.17E+00,1.67E+01,1,1633551,1633719
9.49E+01,-6.68E+00,1.57E+01,1,1633551,1633723
9.52E+01,-5.97E+00,1.59E+01,1,1633551,1633728
9.49E+01,-6.08E+00,1.60E+01,1,1633551,1633732
9.42E+01,-5.26E+00,1.52E+01,1,1633551,1633735
9.62E+01,-4.91E+00,1.63E+01,1,1633551,1633739
9.49E+01,-4.49E+00,1.66E+01,1,1633551,1633743
9.57E+01,-5.01E+00,1.65E+01,1,1633551,1633747
9.69E+01,-6.45E+00,1.49E+01,1,1633551,1633751
9.49E+01,-6.25E+00,1.55E+01,1,1633552,1633757
9.41E+01,-6.41E+00,1.70E+01,1,1633552,1633762
9.69E+01,-6.27E+00,1.57E+01,1,1633552,1633766
9.45E+01,-5.69E+00,1.65E+01,1,1633552,1633770
9.63E+01,-6.06E+00,1.78E+01,1,1633552,1633773
9.61E+01,-5.19E+00,1.58E+01,1,1633552,1633775
9.52E+01,-6.05E+00,1.66E+01,1,1633552,1633777
9.68E+01,-5.17E+00,1.65E+01,1,1633552,1633779
9.85E+01,-5.93E+00,1.75E+01,1,1633552,1633784
9.40E+01,-5.72E+00,1.83E+01,1,1633553,1633789
9.61E+01,-5.74E+00,1.70E+01,1,1633553,1633793
9.53E+01,-4.70E+00,1.68E+01,1,1633553,1633797
9.78E+01,-6.21E+00,1.64E+01,1,1633553,1633801
9.48E+01,-6.03E+00,1.70E+01,1,1633553,1633805
9.69E+01,-6.39E+00,1.62E+01,1,1633553,1633809
9.67E+01,-5.26E+00,1.54E+01,1,1633553,1633812
9.59E+01,-6.16E+00,1.78E+01,1,1633553,1633815
9.69E+01,-6.01E+00,1.72E+01,1,1633553,1633819
9.57E+01,-3.43E+00,1.48E+01,1,1633570,1633705
9.54E+01,-2.61E+00,1.49E+01,1,1633570,1633710
9.73E+01,-3.01E+00,1.54E+01,1,1633570,1633714
9.73E+01,-4.09E+00,1.51E+01,1,1633570,1633717
9.75E+01,-3.33E+00,1.37E+01,1,1633570,1633721
9.66E+01,-5.50E+00,1.60E+01,1,1633570,1633725
9.73E+01,-2.59E+00,1.23E+01,1,1633570,1633729
9.64E+01,-2.52E+00,1.31E+01,1,1633570,1633736
9.56E+01,-2.51E+00,1.47E+01,1,1633570,1633740
9.72E+01,-4.03E+00,1.49E+01,1,1633571,1633744
9.60E+01,-2.85E+00,1.46E+01,1,1633571,1633750
9.70E+01,-2.49E+00,1.30E+01,1,1633571,1633754
9.63E+01,-4.77E+00,1.38E+01,1,1633571,1633758
9.68E+01,-3.37E+00,1.35E+01,1,1633571,1633761
9.50E+01,-4.37E+00,1.46E+01,1,1633571,1633765
9.74E+01,-4.08E+00,1.45E+01,1,1633571,1633769
9.60E+01,-2.91E+00,1.46E+01,1,1633571,1633772
9.53E+01,-3.72E+00,1.54E+01,1,1633571,1633774
9.60E+01,-3.55E+00,1.38E+01,1,1633572,1633776
9.78E+01,-3.66E+00,1.44E+01,1,1633572,1633778
9.72E+01,-2.72E+00,1.39E+01,1,1633572,1633782
9.80E+01,-3.10E+00,1.40E+01,1,1633572,1633792
9.55E+01,-3.44E+00,1.43E+01,1,1633572,1633796
9.78E+01,-4.09E+00,1.41E+01,1,1633572,1633800
9.74E+01,-3.38E+00,1.40E+01,1,1633572,1633804
9.57E+01,-3.69E+00,1.37E+01,1,1633572,1633808
9.74E+01,-3.12E+00,1.45E+01,1,1633573,1633816
9.72E+01,-4.74E+00,1.58E+01,1,1633573,1633821
9.70E+01,-3.16E+00,1.42E+01,1,1633573,1633824
9.67E+01,-2.79E+00,1.49E+01,1,1633573,1633827
9.62E+01,-4.16E+00,1.35E+01,1,1633573,1633830
9.65E+01,-3.55E+00,1.46E+01,1,1633573,1633833
9.86E+01,-5.39E+00,1.41E+01,1,1633573,1633837
9.82E+01,-3.71E+00,1.44E+01,1,1633573,1633839
9.79E+01,-3.18E+00,1.45E+01,1,1633573,1633842
9.62E+01,-3.79E+00,1.39E+01,1,1633574,1633848
9.85E+01,-3.40E+00,1.35E+01,1,1633574,1633852
9.83E+01,-3.91E+00,1.37E+01,1,1633574,1633857
9.50E+01,-2.70E+00,1.34E+01,1,1633574,1633862
9.64E+01,-2.62E+00,1.31E+01,1,1633574,1633866
9.63E+01,-3.23E+00,1.34E+01,1,1633574,1633870
9.41E+01,-2.62E+00,1.53E+01,1,1633574,1633873
9.52E+01,-2.69E+00,1.32E+01,1,1633574,1633875
